Reaction,First Reactant,First Product,Reactant Formula,Reactant MW,Product Formula,Product MW,MW Difference,Formula Difference
4-methoxyglucobrassicin + H2O  ->  4-methoxy-3-indolylmethyl glucosinolate aglycone + D-glucopyranose + H+,4-methoxyglucobrassicin,4-methoxy-3-indolylmethyl glucosinolate aglycone,C17H21N2O10S2,478.0715863176,C11H10N2O5S2,316.01876288610003,-162.0528,-C6-H11-O5
4-methyl-5-(2-phosphooxyethyl)thiazole + 4-amino-2-methyl-5-(diphosphooxymethyl)pyrimidine + H+  ->  thiamine phosphate + diphosphate,4-methyl-5-(2-phosphooxyethyl)thiazole,thiamine phosphate,C6H8NO4PS,223.0068150146,C12H16N4O4PS,346.0864623191,123.0796,C6H8N3
4-methylumbelliferyl glucoside + H2O  ->  4-methylumbelliferone + D-glucopyranose,4-methylumbelliferyl glucoside,4-methylumbelliferone,C16H18O8,338.1001675546,C10H8O3,176.0473441231,-162.0528,-C6-H10-O5
4-methylumbelliferyl glucoside + malonyl-CoA  ->  4-methylumbelliferone 6'-O-malonylglucoside + coenzyme A,4-methylumbelliferyl glucoside,4-methylumbelliferone 6'-O-malonylglucoside,C16H18O8,338.1001675546,C19H19O11,424.1005614851,86.0004,C3HO3
4-nitrophenyl phosphate + H2O  ->  4-nitrophenol + phosphate + H+,4-nitrophenyl phosphate,4-nitrophenol,C6H4NO6P,221.0089235046,C6H4NO3,141.0425930962,-79.9663,-O3-P
4-O-oxalyl-L-threonate + H2O  ->  L-threonate + oxalate + H+,4-O-oxalyl-L-threonate,L-threonate,C6H6O8,208.0219172336,C4H7O5,136.0371733673,-71.9847,-C2H-O3
4-prenylphlorisobutyrophenone + prenyl diphosphate  ->  deoxycohumulone + diphosphate,4-prenylphlorisobutyrophenone,deoxycohumulone,C15H19O4,264.1361591304,C20H27O4,332.19875938719997,68.0626,C5H8
4-prenylphlorisovalerophenone + prenyl diphosphate  ->  deoxyhumulone + diphosphate,4-prenylphlorisovalerophenone,deoxyhumulone,C16H21O4,278.1518091946,C21H29O4,346.2144094514,68.0626,C5H8
4-tyrosol + UDP-alpha-D-glucose  ->  salidroside + UDP + H+,4-tyrosol,salidroside,C8H10O2,138.0680795652,C14H20O7,300.1209029967,162.0528,C6H10O5
"5,6-dihydrouracil + H2O  <-->  3-ureidopropanoate + H+","5,6-dihydrouracil",3-ureidopropanoate,C4H6N2O2,114.0429274472,C4H7N2O3,132.0534921335,18.0106,HO
"5,6-dihydrouracil + NADP+  <-->  uracil + NADPH + H+","5,6-dihydrouracil",uracil,C4H6N2O2,114.0429274472,C4H4N2O2,112.027277383,-2.0157,-H2
"5-(methylsulfanyl)-2,3-dioxopentyl 1-phosphate  ->  2-hydroxy-5-(methylsulfanyl)-3-oxopent-1-enyl 1-phosphate + H+","5-(methylsulfanyl)-2,3-dioxopentyl 1-phosphate",2-hydroxy-5-(methylsulfanyl)-3-oxopent-1-enyl 1-phosphate,C6H9O6PS,242.0013952857,C6H8O6PS,242.0013952857,0.0,-H
5-(methylsulfanyl)-2-oxopentanoate + a proteinogenic amino acid  <-->  L-homomethionine + a 2-oxo carboxylate,5-(methylsulfanyl)-2-oxopentanoate,L-homomethionine,C6H9O3S,162.03506487730002,C6H13NO2S,163.0666993567,1.0316,H4N-O
5-(methylsulfanyl)-2-oxopentanoate + acetyl-CoA + H2O  ->  2-[(3'-methylsulfanyl)propyl]malate + coenzyme A + H+,5-(methylsulfanyl)-2-oxopentanoate,2-[(3'-methylsulfanyl)propyl]malate,C6H9O3S,162.03506487730002,C8H12O5S,222.0561942499,60.0211,C2H3O2
5-(methylsulfanyl)-D-ribose + ATP  ->  ADP + S-methyl-5-thio-alpha-D-ribose 1-phosphate + H+,5-(methylsulfanyl)-D-ribose,ADP,C6H12O4S,180.04562956360002,C10H12N5O10P2,427.0294147485,246.9838,C4N5O6P2-S
"5-(methylsulfanyl)pentyl-desulfoglucosinolate + 3'-phosphoadenylyl-sulfate  ->  adenosine 3',5'-bisphosphate + glucoberteroin + H+",5-(methylsulfanyl)pentyl-desulfoglucosinolate,"adenosine 3',5'-bisphosphate",C13H25NO6S2,355.1123289203,C10H11N5O10P2,427.0294147485,71.9171,-C3-H14N4O4P2-S2
5-amino-6-(5-phospho-D-ribitylamino)uracil + NADP+  <-  5-amino-6-(5-phospho-D-ribosylamino)uracil + NADPH + H+,5-amino-6-(5-phospho-D-ribosylamino)uracil,5-amino-6-(5-phospho-D-ribitylamino)uracil,C9H13N4O9P,354.0576646112,C9H15N4O9P,356.0733146754,2.0157,H2
"5-amino-6-(D-ribitylamino)uracil + 1-deoxy-L-glycero-tetrulose 4-phosphate  ->  6,7-dimethyl-8-(1-D-ribityl)lumazine + phosphate + H+ + 2 H2O",5-amino-6-(D-ribitylamino)uracil,"6,7-dimethyl-8-(1-D-ribityl)lumazine",C9H16N4O6,276.106984267,C13H17N4O6,326.1226343312,50.0157,C4H
5-hydroxy-coniferaldehyde + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + sinapaldehyde + H+,5-hydroxy-coniferaldehyde,S-adenosyl-L-homocysteine,C10H10O4,194.0579088094,C14H20N6O5S,384.1215884737,190.0637,C4H10N6OS
5-hydroxyferulate + S-adenosyl-L-methionine  ->  sinapate + S-adenosyl-L-homocysteine + H+,5-hydroxyferulate,sinapate,C10H9O5,210.05282343149997,C11H11O5,224.0684734957,14.0157,CH2
5-oxo-L-proline + ATP + 2 H2O  ->  L-glutamate + ADP + phosphate + H+,5-oxo-L-proline,L-glutamate,C5H6NO3,129.0425930962,C5H8NO4,147.0531577825,18.0106,H2O
5-pentadecatrienyl resorcinol + S-adenosyl-L-methionine  ->  5-pentadecatrienyl resorcinol-3-methyl ether + S-adenosyl-L-homocysteine + H+,5-pentadecatrienyl resorcinol,5-pentadecatrienyl resorcinol-3-methyl ether,C21H30O2,314.2245802072,C22H32O2,328.2402302714,14.0157,CH2
"6-(hydroxymethyl)-7,8-dihydropterin + ATP  ->  (7,8-dihydropterin-6-yl)methyl diphosphate + AMP + H+","6-(hydroxymethyl)-7,8-dihydropterin","(7,8-dihydropterin-6-yl)methyl diphosphate",C7H9N5O2,195.0756245591,C7H8N5O8P2,355.0082853759,159.9327,-HO6P2
6-(methylsulfanyl)-2-oxohexanoate + a proteinogenic amino acid  <-->  L-dihomomethionine + a 2-oxo carboxylate,6-(methylsulfanyl)-2-oxohexanoate,L-dihomomethionine,C7H11O3S,176.05071494150002,C7H15NO2S,177.08234942090002,1.0316,H4N-O
6-(methylsulfanyl)-2-oxohexanoate + acetyl-CoA + H2O  ->  2-[(4'-methylsulfanyl)butyl]malate + coenzyme A + H+,6-(methylsulfanyl)-2-oxohexanoate,2-[(4'-methylsulfanyl)butyl]malate,C7H11O3S,176.05071494150002,C9H14O5S,236.0718443141,60.0211,C2H3O2
"6-(methylsulfanyl)hexyl-desulfoglucosinolate + 3'-phosphoadenylyl-sulfate  ->  adenosine 3',5'-bisphosphate + 6-(methylsulfanyl)hexyl-glucosinolate + H+",6-(methylsulfanyl)hexyl-desulfoglucosinolate,"adenosine 3',5'-bisphosphate",C14H27NO6S2,369.1279789845,C10H11N5O10P2,427.0294147485,57.9014,-C4-H16N4O4P2-S2
6-(methylsulfanyl)hexyl-glucosinolate + NADPH + dioxygen + H+  ->  6-(methylsulfinyl)hexyl-glucosinolate + NADP+ + H2O,6-(methylsulfanyl)hexyl-glucosinolate,6-(methylsulfinyl)hexyl-glucosinolate,C14H26NO9S3,449.0847935408,C14H26NO10S3,465.0797081629,15.9949,O
6-deoxocathasterone + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  6-deoxoteasterone + oxidized [NADPH-hemoprotein reductase] + H2O,6-deoxocathasterone,6-deoxoteasterone,C28H50O2,418.3810808492,C28H50O3,434.3759954713,15.9949,O
6-deoxoteasterone + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  6-hydroxyteasterone + oxidized [NADPH-hemoprotein reductase] + H2O,6-deoxoteasterone,6-hydroxyteasterone,C28H50O3,434.3759954713,C28H50O4,450.3709100934,15.9949,O
6-deoxotyphasterol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  6-deoxocastasterone + oxidized [NADPH-hemoprotein reductase] + H2O,6-deoxotyphasterol,6-deoxocastasterone,C28H50O3,434.3759954713,C28H50O4,450.3709100934,15.9949,O
6-deoxotyphasterol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  6-hydroxytyphasterol + oxidized [NADPH-hemoprotein reductase] + H2O,6-deoxotyphasterol,6-hydroxytyphasterol,C28H50O3,434.3759954713,C28H50O4,450.3709100934,15.9949,O
6-hydroxymellein + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + 6-methoxymellein + H+,6-hydroxymellein,S-adenosyl-L-homocysteine,C10H10O4,194.0579088094,C14H20N6O5S,384.1215884737,190.0637,C4H10N6OS
6-hydroxyteasterone + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  teasterone + oxidized [NADPH-hemoprotein reductase] + 2 H2O,6-hydroxyteasterone,teasterone,C28H50O4,450.3709100934,C28H48O4,448.3552600292,-2.0157,-H2
6-hydroxytyphasterol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  typhasterol + oxidized [NADPH-hemoprotein reductase] + 2 H2O,6-hydroxytyphasterol,typhasterol,C28H50O4,450.3709100934,C28H48O4,448.3552600292,-2.0157,-H2
6-O-methyl-N-deacetylisoipecoside + H2O  ->  6-O-methyl-N-deacetylisoipecoside aglycon + D-glucopyranose,6-O-methyl-N-deacetylisoipecoside,6-O-methyl-N-deacetylisoipecoside aglycon,C26H36NO11,537.2210109718,C20H26NO6,375.1681875403,-162.0528,-C6-H10-O5
"6-O-methyl-N-deacetylisoipecoside aglycon + S-adenosyl-L-methionine  ->  6,7-O,O-dimethyl-N-deacetylisoipecoside aglycon + S-adenosyl-L-homocysteine + H+",6-O-methyl-N-deacetylisoipecoside aglycon,"6,7-O,O-dimethyl-N-deacetylisoipecoside aglycon",C20H26NO6,375.1681875403,C21H28NO6,389.1838376045,14.0157,CH2
6-oxocampestanol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  cathasterone + oxidized [NADPH-hemoprotein reductase] + H2O,6-oxocampestanol,cathasterone,C28H48O2,416.365430785,C28H48O3,432.3603454071,15.9949,O
"6G,6-kestotetraose + H2O  ->  D-fructofuranose + neokestose","6G,6-kestotetraose",D-fructofuranose,C24H42O21,666.2218584123,C6H12O6,180.0633881178,-486.1585,-C18-H30-O15
7'-O-demethylcephaeline + S-adenosyl-L-methionine  ->  cephaeline + S-adenosyl-L-homocysteine + H+,7'-O-demethylcephaeline,cephaeline,C27H38N2O4,452.2675076544,C28H40N2O4,466.2831577186,14.0157,CH2
"7,8,4'-trihydroxyflavone + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + 7,4'-dihydroxy, 8-methoxyflavone + H+","7,8,4'-trihydroxyflavone",S-adenosyl-L-homocysteine,C15H10O5,270.0528234315,C14H20N6O5S,384.1215884737,114.0688,-CH10N6S
"7,8-dihydroberberine + NADPH + H+  ->  (R)-canadine + NADP+","7,8-dihydroberberine",(R)-canadine,C20H19NO4,337.1314081035,C20H21NO4,339.1470581677,2.0157,H2
"7,8-dihydromonapterin  ->  glycolaldehyde + 6-(hydroxymethyl)-7,8-dihydropterin","7,8-dihydromonapterin",glycolaldehyde,C9H13N5O4,255.0967539317,C2H4O2,60.0211293726,-195.0756,-C7-H9-N5-O2
"7,8-dihydroneopterin 3'-triphosphate + H2O  ->  7,8-dihydroneopterin 3'-phosphate + diphosphate + H+","7,8-dihydroneopterin 3'-triphosphate","7,8-dihydroneopterin 3'-phosphate",C9H12N5O13P3,494.99574515689994,C9H12N5O7P,335.0630843401,-159.9327,-O6-P2
"7,9,9'-cis-neurosporene  ->  9'-cis-neurosporene","7,9,9'-cis-neurosporene",9'-cis-neurosporene,C40H58,538.4538518618,C40H58,538.4538518618,0.0,No difference
7-(methylsulfanyl)-2-oxoheptanoate + acetyl-CoA + H2O  ->  2-[(5'-methylsulfanyl)pentyl]malate + coenzyme A + H+,7-(methylsulfanyl)-2-oxoheptanoate,2-[(5'-methylsulfanyl)pentyl]malate,C8H13O3S,190.0663650057,C10H16O5S,250.0874943783,60.0211,C2H3O2
"7-(methylsulfanyl)heptyl-desulfoglucosinolate + 3'-phosphoadenylyl-sulfate  ->  adenosine 3',5'-bisphosphate + 7-(methylsulfanyl)heptyl-glucosinolate + H+",7-(methylsulfanyl)heptyl-desulfoglucosinolate,"adenosine 3',5'-bisphosphate",C15H29NO6S2,383.1436290487,C10H11N5O10P2,427.0294147485,43.8858,-C5-H18N4O4P2-S2
7-(methylsulfanyl)heptyl-glucosinolate + NADPH + dioxygen + H+  ->  7-(methylsulfinyl)heptyl-glucosinolate + NADP+ + H2O,7-(methylsulfanyl)heptyl-glucosinolate,7-(methylsulfinyl)heptyl-glucosinolate,C15H28NO9S3,463.100443605,C15H28NO10S3,479.09535822710006,15.9949,O
7-deoxyloganin + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  loganin + oxidized [NADPH-hemoprotein reductase] + H2O,7-deoxyloganin,loganin,C17H26O9,374.1576824335,C17H26O10,390.1525970556,15.9949,O
7-methylxanthine + S-adenosyl-L-methionine  ->  paraxanthine + S-adenosyl-L-homocysteine + H+,7-methylxanthine,paraxanthine,C6H6N4O2,166.0490754576,C7H8N4O2,180.0647255218,14.0157,CH2
7-methylxanthine + S-adenosyl-L-methionine  ->  theobromine + S-adenosyl-L-homocysteine + H+,7-methylxanthine,theobromine,C6H6N4O2,166.0490754576,C7H8N4O2,180.0647255218,14.0157,CH2
7-methylxanthosine + H2O  ->  D-ribofuranose + 7-methylxanthine + H+,7-methylxanthosine,D-ribofuranose,C11H15N4O6,300.106984267,C5H10O5,150.0528234315,-150.0542,-C6-H5-N4-O
"7-O-methylmyricetin + S-adenosyl-L-methionine  ->  7,4'-dimethylmyricetin + S-adenosyl-L-homocysteine + H+",7-O-methylmyricetin,"7,4'-dimethylmyricetin",C16H12O8,332.053217362,C17H14O8,346.0688674262,14.0157,CH2
71-hydroxychlorophyll a + NAD(P)+  <-  chlorophyll b + NAD(P)H,chlorophyll b,71-hydroxychlorophyll a,C55H70N4O6Mg,906.5145779004,C55H71N4O6Mg,908.5302279646,2.0157,H
71-hydroxychlorophyllide a + NADPH + dioxygen + H+  ->  71-dihydroxychlorophyllide a + NADP+ + H2O,71-hydroxychlorophyllide a,71-dihydroxychlorophyllide a,C35H32N4O6Mg,630.2328767448,C35H32N4O7Mg,646.2277913669,15.9949,O
8-(methylsulfanyl)-2-oxooctanoate + acetyl-CoA + H2O  ->  2-[(6'-methylsulfanyl)hexyl]malate + coenzyme A + H+,8-(methylsulfanyl)-2-oxooctanoate,2-[(6'-methylsulfanyl)hexyl]malate,C9H15O3S,204.0820150699,C11H18O5S,264.1031444425,60.0211,C2H3O2
"8-(methylsulfanyl)octyl-desulfoglucosinolate + 3'-phosphoadenylyl-sulfate  ->  adenosine 3',5'-bisphosphate + 8-(methylsulfanyl)octyl-glucosinolate + H+",8-(methylsulfanyl)octyl-desulfoglucosinolate,"adenosine 3',5'-bisphosphate",C16H31NO6S2,397.1592791129,C10H11N5O10P2,427.0294147485,29.8701,-C6-H20N4O4P2-S2
8-(methylsulfanyl)octyl-glucosinolate + NADPH + dioxygen + H+  ->  8-(methylsulfinyl)octyl-glucosinolate + NADP+ + H2O,8-(methylsulfanyl)octyl-glucosinolate,8-(methylsulfinyl)octyl-glucosinolate,C16H30NO9S3,477.1160936692,C16H30NO10S3,493.1110082913,15.9949,O
"8-hydroxy-7-methoxy-flavone + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + 7,8-dimethoxy-flavone + H+",8-hydroxy-7-methoxy-flavone,S-adenosyl-L-homocysteine,C16H12O4,268.0735588736,C14H20N6O5S,384.1215884737,116.048,-C2H8N6OS
8-hydroxy-salvigenin + 2-oxoglutarate + dioxygen  ->  pilosin + formaldehyde + succinate + CO2,8-hydroxy-salvigenin,pilosin,C18H16O7,344.0896028683,C17H14O7,330.0739528041,-14.0157,-C-H2
8-hydroxy-salvigenin + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + gardenin B + H+,8-hydroxy-salvigenin,S-adenosyl-L-homocysteine,C18H16O7,344.0896028683,C14H20N6O5S,384.1215884737,40.032,-C4H4N6-O2S
8-hydroxykaempferol + S-adenosyl-L-methionine  ->  8-methoxykaempferol + S-adenosyl-L-homocysteine + H+,8-hydroxykaempferol,8-methoxykaempferol,C15H9O7,302.04265267569997,C16H11O7,316.0583027399,14.0157,CH2
8-oxo-dGTP + H2O  ->  8-oxo-dGMP + diphosphate + H+,8-oxo-dGTP,8-oxo-dGMP,C10H12N5O14P3,522.990659779,C10H12N5O8P,363.0579989622,-159.9327,-O6-P2
8-oxo-GTP + H2O  ->  8-oxo-GMP + diphosphate + H+,8-oxo-GTP,8-oxo-GMP,C10H12N5O15P3,538.9855744010999,C10H12N5O9P,379.0529135843,-159.9327,-O6-P2
"9'-cis-neoxanthin + dioxygen  ->  2-cis,4-trans-xanthoxin + (3S,5R,6R)-3,5-dihydroxy-6,7-didehydro-5,6-dihydro-12'-apo-beta-caroten-12'-al",9'-cis-neoxanthin,"2-cis,4-trans-xanthoxin",C40H56O4,600.417860286,C15H22O3,250.1568945725,-350.261,-C25-H34-O
"9'-cis-neoxanthin + dioxygen  ->  grasshopper ketone + 5,6-epoxy-3-hydroxy-12'-apo-beta-caroten-12'-al",9'-cis-neoxanthin,grasshopper ketone,C40H56O4,600.417860286,C13H20O3,224.1412445083,-376.2766,-C27-H36-O
"9'-cis-neurosporene + a reduced two electron carrier + dioxygen  ->  7',9'-cis-lycopene + an oxidized electron carrier + 2 H2O",9'-cis-neurosporene,"7',9'-cis-lycopene",C40H58,538.4538518618,C40H56,536.4382017976,-2.0157,-H2
"9(S)-HpOTre  ->  9,10-epoxy-10,12Z,15Z-octadecatrienoate + H2O",9(S)-HpOTre,"9,10-epoxy-10,12Z,15Z-octadecatrienoate",C18H29O4,310.2144094514,C18H27O3,292.20384476510003,-18.0106,-H2-O
"9(S)-HpOTre  ->  9-oxononanoate + (2E,6Z)-non-2,6-dienal",9(S)-HpOTre,9-oxononanoate,C18H29O4,310.2144094514,C9H15O3,172.1099443799,-138.1045,-C9-H14-O
9(S)-HpOTre  ->  colnelenate + H2O,9(S)-HpOTre,colnelenate,C18H29O4,310.2144094514,C18H27O3,292.20384476510003,-18.0106,-H2-O
"9(S)-HpOTre + linoleate  ->  9(S)-HOTrE + (12Z)-9,10-epoxyocta-dec-12-enoate",9(S)-HpOTre,9(S)-HOTrE,C18H29O4,310.2144094514,C18H29O3,294.2194948293,-15.9949,-O
"9,10-epoxy-18-hydroxystearate + H2O  ->  9,10,18-trihydroxystearate","9,10-epoxy-18-hydroxystearate","9,10,18-trihydroxystearate",C18H33O4,314.2457095798,C18H35O5,332.2562742661,18.0106,H2O
"9,10-epoxystearate + H2O  ->  (9R,10S)-dihydroxystearate","9,10-epoxystearate","(9R,10S)-dihydroxystearate",C18H33O3,298.2507949577,C18H35O4,316.261359644,18.0106,H2O
"9,10-epoxystearate + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  9,10-epoxy-18-hydroxystearate + oxidized [NADPH-hemoprotein reductase] + H2O","9,10-epoxystearate","9,10-epoxy-18-hydroxystearate",C18H33O3,298.2507949577,C18H33O4,314.2457095798,15.9949,O
9-(methylsulfanyl)-2-oxononanoate + acetyl-CoA + H2O  ->  2-[(7'-methylsulfanyl)heptyl]malate + coenzyme A + H+,9-(methylsulfanyl)-2-oxononanoate,2-[(7'-methylsulfanyl)heptyl]malate,C10H17O3S,218.0976651341,C12H20O5S,278.1187945067,60.0211,C2H3O2
a jasmonate + L-isoleucine + ATP  ->  a jasmonoyl-L-isoleucine + AMP + diphosphate + H+,a jasmonate,a jasmonoyl-L-isoleucine,C12H17O3,210.1255944441,C18H28NO4,323.2096584245,113.0841,C6H11NO
a jasmonate + L-leucine + ATP  ->  a jasmonoyl-L-leucine + AMP + diphosphate + H+,a jasmonate,a jasmonoyl-L-leucine,C12H17O3,210.1255944441,C18H28NO4,323.2096584245,113.0841,C6H11NO
a jasmonate + L-valine + ATP  ->  a jasmonoyl-L-valine + AMP + diphosphate + H+,a jasmonate,a jasmonoyl-L-valine,C12H17O3,210.1255944441,C17H26NO4,309.1940083603,99.0684,C5H9NO
"abieta-7,13-dien-18-ol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  abieta-7,13-dien-18,18-diol + oxidized [NADPH-hemoprotein reductase] + H2O","abieta-7,13-dien-18-ol","abieta-7,13-dien-18,18-diol",C20H32O,288.2453156493,C20H32O2,304.2402302714,15.9949,O
"abieta-7,13-diene-18-al + NAD+ + H2O  ->  abieta-7,13-diene-18-oate + NADH + 2 H+","abieta-7,13-diene-18-al","abieta-7,13-diene-18-oate",C20H30O,286.2296655851,C20H29O2,302.2245802072,15.9949,-HO
"abieta-8,11,13-triene + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  ferruginol + oxidized [NADPH-hemoprotein reductase] + H2O","abieta-8,11,13-triene",ferruginol,C20H30,270.234750963,C20H30O,286.2296655851,15.9949,O
acetaldehyde + dioxygen + H2O  ->  acetate + hydrogen peroxide + H+,acetaldehyde,acetate,C2H4O,44.0262147505,C2H3O2,60.0211293726,15.9949,-HO
acetoacetate + H+  ->  acetone + CO2,acetoacetate,acetone,C4H5O3,102.0316940589,C3H6O,58.0418648147,-43.9898,-CH-O2
acetoacetyl-CoA + acetyl-CoA + H2O  ->  coenzyme A + (S)-3-hydroxy-3-methylglutaryl-CoA + H+,acetoacetyl-CoA,coenzyme A,C25H36N7O18P3S,851.1363377382,C21H32N7O16P3S,767.1152083656,-84.0211,-C4-H4-O2
acetyl-CoA + (3Z)-hex-3-en-1-ol  ->  (3Z)-hex-3-en-1-yl acetate + coenzyme A,acetyl-CoA,(3Z)-hex-3-en-1-yl acetate,C23H34N7O17P3S,809.1257730519,C8H14O2,142.0993796936,-667.0264,-C15-H20-N7-O15-P3-S
acetyl-CoA + 4 malonyl-CoA + NADPH + 5 H+  ->  6-hydroxymellein + 5 coenzyme A + 4 CO2 + NADP+ + H2O,acetyl-CoA,6-hydroxymellein,C23H34N7O17P3S,809.1257730519,C10H10O4,194.0579088094,-615.0679,-C13-H24-N7-O13-P3-S
"acetyl-CoA + 5 malonyl-CoA + 2 NADPH + 6 H+ + dioxygen  ->  6-(2,4-dihydroxy-6-methylphenyl)-4-hydroxypyran-2-one + 5 CO2 + 6 coenzyme A + 2 NADP+ + 3 H2O",acetyl-CoA,"6-(2,4-dihydroxy-6-methylphenyl)-4-hydroxypyran-2-one",C23H34N7O17P3S,809.1257730519,C12H9O5,234.05282343149997,-575.0729,-C11-H25-N7-O12-P3-S
"acetyl-CoA + 5 malonyl-CoA + 3 NADPH + 8 H+ + dioxygen  ->  1,8-dihydroxy-3-methylnaphthalene + 6 CO2 + 6 coenzyme A + 3 NADP+ + 4 H2O",acetyl-CoA,"1,8-dihydroxy-3-methylnaphthalene",C23H34N7O17P3S,809.1257730519,C11H10O2,174.06807956519998,-635.0577,-C12-H24-N7-O15-P3-S
acetyl-CoA + a [pyruvate dehydrogenase E2 protein] N6-dihydrolipoyl-L-lysine  <-  coenzyme A + a [pyruvate dehydrogenase E2 protein] N6-S-acetyldihydrolipoyl-L-lysine,coenzyme A,acetyl-CoA,C21H32N7O16P3S,767.1152083656,C23H34N7O17P3S,809.1257730519,42.0106,C2H2O
acetyl-CoA + butanoyl-CoA  <-->  3-oxohexanoyl-CoA + coenzyme A,acetyl-CoA,3-oxohexanoyl-CoA,C23H34N7O17P3S,809.1257730519,C27H40N7O18P3S,879.1676378666,70.0419,C4H6O
acetyl-CoA + glyoxylate + H2O  ->  (S)-malate + coenzyme A + H+,acetyl-CoA,(S)-malate,C23H34N7O17P3S,809.1257730519,C4H4O5,134.0215233031,-675.1042,-C19-H30-N7-O12-P3-S
acetyl-CoA + H2O  ->  acetate + coenzyme A + H+,acetyl-CoA,acetate,C23H34N7O17P3S,809.1257730519,C2H3O2,60.0211293726,-749.1046,-C21-H31-N7-O15-P3-S
acetyl-CoA + L-ornithine  ->  N5-acetyl-L-ornithine + coenzyme A + H+,acetyl-CoA,N5-acetyl-L-ornithine,C23H34N7O17P3S,809.1257730519,C7H14N2O3,174.1004423261,-635.0253,-C16-H20-N5-O14-P3-S
acetyl-CoA + phosphate  <-->  acetyl phosphate + coenzyme A,acetyl-CoA,acetyl phosphate,C23H34N7O17P3S,809.1257730519,C2H3O5P,139.987459781,-669.1383,-C21-H31-N7-O12-P2-S
acrolein + NADPH + H+  ->  1-propanal + NADP+,acrolein,1-propanal,C3H4O,56.0262147505,C3H6O,58.0418648147,2.0157,H2
adenosine + ATP  ->  AMP + ADP + H+,adenosine,AMP,C10H13N5O4,267.0967539317,C10H12N5O7P,347.0630843401,79.9663,-HO3P
adenosine + H2O  ->  D-ribofuranose + adenine,adenosine,D-ribofuranose,C10H13N5O4,267.0967539317,C5H10O5,150.0528234315,-117.0439,-C5-H3-N5O
"adenosine 3',5'-bisphosphate + H2O  ->  AMP + phosphate","adenosine 3',5'-bisphosphate",AMP,C10H11N5O10P2,427.0294147485,C10H12N5O7P,347.0630843401,-79.9663,H-O3-P
adenosine 5'-phosphosulfate + ammonium  ->  adenosine 5'-phosphoramidate + sulfate + 2 H+,adenosine 5'-phosphosulfate,adenosine 5'-phosphoramidate,C10H12N5O10PS,427.0198988964,C10H14N6O6P,346.0790687553,-80.9408,H2N-O4-S
adenosine 5'-phosphosulfate + ATP  ->  3'-phosphoadenylyl-sulfate + ADP + H+,adenosine 5'-phosphosulfate,3'-phosphoadenylyl-sulfate,C10H12N5O10PS,427.0198988964,C10H11N5O13P2S,506.9862293048,79.9663,-HO3P
adenosine 5'-phosphosulfate + H2O  ->  sulfate + AMP + 2 H+,adenosine 5'-phosphosulfate,sulfate,C10H12N5O10PS,427.0198988964,O4S,97.9673792426,-329.0525,-C10-H12-N5-O6-P
"adonirubin + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ + dioxygen  ->  (3S,3'S)-astaxanthin + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O",adonirubin,"(3S,3'S)-astaxanthin",C40H52O3,580.3916455355001,C40H52O4,596.3865601576,15.9949,O
ADP-D-ribose + H2O  ->  AMP + alpha-D-ribose-1-phosphate + 2 H+,ADP-D-ribose,AMP,C15H21N5O14P2,559.0716734936999,C10H12N5O7P,347.0630843401,-212.0086,-C5-H9-O7-P
agmatine + H2O  ->  ammonium + N-carbamoylputrescine,agmatine,ammonium,C5H16N4,130.1218464702,H4N,18.0343741336,-112.0875,-C5-H12-N3
agmatine + H2O  ->  putrescine + urea,agmatine,putrescine,C5H16N4,130.1218464702,C4H14N2,88.1000483956,-42.0218,-C-H2-N2
aldehydo-D-ribose 5-phosphate + D-glyceraldehyde 3-phosphate + L-glutamine  ->  L-glutamate + pyridoxal 5'-phosphate + phosphate + H+ + 3 H2O,aldehydo-D-ribose 5-phosphate,L-glutamate,C5H9O8P,230.0191538399,C5H8NO4,147.0531577825,-82.966,-HN-O4-P
"all-trans-lycopene + 2 dioxygen  ->  4,9-dimethyldodeca-2,4,6,8,10-pentaene-1,12-dial + 2 pseudoionone",all-trans-lycopene,"4,9-dimethyldodeca-2,4,6,8,10-pentaene-1,12-dial",C40H56,536.4382017976,C14H16O2,216.1150297578,-320.3232,-C26-H40O2
